Group,ANGPT1,ANGPT2,ANKRD22,BCL6,C1QC,CA4,CALCA,CCL5,CD177,CKAP4,CXCL10,FAS,FLT1,HK3,HP,ICAM1,LAG3,PADI4,PF4,PGLYRP1,PLBD1,RGL4,S100A12,SLC2A3,TNFAIP6,TNFRSF1B,TREM1
CM,8.086869461,9.210233263,8.522259932,9.465003928,6.896466985,8.286803033,7.533635355,8.301069303,8.422798587,8.656833461,7.676376042,8.129991896,8.874911742,8.326878587,8.522259932,8.494324124,7.405043561,9.700756412,8.685269104,9.539497346,8.003967717,8.454223419,8.500662043,9.539497346,8.656833461,7.816730062,7.833171298
CM,8.286803033,7.760233992,7.629044783,8.35498296,8.874911742,8.326878587,7.676376042,9.315691797,8.671051282,8.099992445,7.805078639,7.676376042,8.129991896,7.935992076,7.191871351,7.726818671,7.833171298,7.990177617,7.911671268,8.003967717,8.412935488,8.494324124,8.347549458,8.614745704,7.707080729,8.685269104,7.816730062
CM,7.882452555,8.163004287,7.644382953,7.958697576,8.747375146,8.061307798,7.405043561,10.26603666,8.061307798,7.59627125,8.191930996,7.935992076,8.474647065,7.613052909,8.454223419,7.771274038,8.552720541,7.974649907,8.474647065,7.533635355,8.393818508,6.896466985,7.707080729,8.093430953,7.533635355,8.163004287,7.760233992
CM,6.088406277,8.432661687,8.301069303,8.571924515,8.707755833,8.03068305,7.138066514,7.760233992,7.893902103,8.073632752,8.129991896,9.001313027,9.700756412,7.771274038,8.20686787,8.340115956,7.225462664,7.947862935,6.85058447,7.225462664,8.340115956,7.533635355,7.842656334,8.494324124,8.454223419,8.571924515,8.614745704
CM,8.191930996,8.129991896,8.312713106,7.842656334,8.04639093,8.25911058,7.556857917,7.925443314,6.669919696,8.239285297,8.061307798,8.638384009,7.867537648,8.25911058,6.896466985,8.372400643,8.003967717,8.03068305,7.726818671,7.947862935,7.805078639,8.03068305,8.412935488,8.199399433,8.20686787,8.412935488,9.092973035
CM,7.805078639,8.552720541,8.25911058,9.817612404,7.882452555,9.817612404,7.69337339,7.191871351,10.26603666,9.243141265,7.990177617,8.747375146,8.222044584,9.092973035,9.243141265,9.210233263,7.676376042,10.26603666,7.707080729,10.26603666,9.243141265,8.874911742,9.465003928,10.26603666,9.001313027,10.03524489,10.26603666
CM,7.138066514,9.001313027,7.59627125,7.59627125,7.805078639,7.027383859,7.786181593,7.477285517,7.267574788,6.958234367,8.25911058,7.45446007,8.656833461,6.958234367,7.310683427,7.882452555,7.533635355,7.556857917,7.246518726,8.163004287,7.613052909,8.061307798,6.896466985,8.169742978,8.494324124,7.911671268,7.990177617
CM,7.477285517,8.638384009,8.073632752,8.138525736,8.086869461,9.128402222,7.477285517,8.707755833,8.363691801,8.003967717,8.04639093,8.04639093,8.04639093,8.129991896,8.372400643,8.272382603,7.575337072,8.286803033,7.477285517,8.03068305,7.974649907,8.326878587,8.086869461,8.061307798,7.911671268,7.208667008,7.935992076
CM,6.263900089,8.147059577,7.556857917,8.025054041,6.462395419,7.882452555,7.629044783,6.587653114,8.707755833,8.312713106,6.896466985,7.925443314,8.286803033,7.575337072,7.59627125,8.04639093,7.556857917,7.911671268,6.587653114,8.571924515,8.107795213,7.867537648,7.997072667,9.128402222,9.539497346,7.533635355,8.59373944
CM,8.312713106,8.326878587,7.664461748,9.110687628,7.816730062,8.272382603,7.575337072,8.552720541,7.816730062,7.741521749,8.272382603,8.340115956,8.312713106,8.656833461,8.301069303,8.086869461,7.477285517,8.930745903,7.69337339,8.474647065,8.129991896,8.239285297,8.638384009,9.609991437,8.086869461,8.432661687,9.700756412
CM,7.45446007,9.700756412,8.129991896,8.340115956,7.310683427,8.20686787,7.726818671,9.609991437,9.539497346,8.086869461,8.163004287,7.833171298,9.243141265,7.974649907,9.092973035,8.412935488,8.454223419,8.272382603,8.25911058,9.243141265,7.629044783,8.003967717,8.930745903,8.685269104,8.222044584,7.208667008,8.372400643
CM,7.613052909,8.239285297,7.428606263,8.614745704,7.925443314,9.210233263,7.816730062,8.073632752,8.747375146,8.35498296,7.027383859,7.59627125,8.11559798,8.571924515,8.019425031,7.428606263,7.384166616,8.494324124,7.741521749,8.272382603,8.454223419,8.163004287,8.552720541,8.582831977,7.191871351,8.222044584,9.001313027
CM,7.707080729,7.833171298,8.099992445,7.893902103,7.958697576,7.947862935,8.301069303,8.061307798,6.958234367,7.613052909,7.925443314,8.301069303,6.85058447,8.003967717,7.816730062,7.664461748,7.786181593,8.003967717,7.997072667,7.805078639,7.911671268,7.310683427,7.842656334,7.805078639,7.833171298,8.522259932,8.656833461
CM,7.310683427,8.747375146,7.45446007,8.638384009,8.129991896,9.416470186,7.925443314,8.03068305,8.671051282,8.25911058,6.587653114,7.760233992,7.428606263,8.696512468,7.974649907,7.50463662,7.69337339,8.35498296,7.45446007,8.326878587,8.35498296,8.412935488,8.500662043,8.312713106,7.138066514,8.04639093,9.049153004
CM,7.911671268,7.85214137,6.263900089,5.725209121,7.664461748,7.267574788,9.210233263,8.393818508,6.85058447,7.416824912,7.138066514,6.263900089,7.545246636,6.85058447,7.707080729,6.896466985,9.128402222,7.428606263,7.191871351,7.191871351,5.725209121,7.267574788,5.725209121,7.405043561,6.088406277,7.676376042,7.138066514
CM,8.061307798,7.664461748,9.049153004,7.613052909,7.575337072,7.556857917,9.609991437,7.629044783,8.191930996,7.644382953,9.210233263,9.128402222,7.882452555,7.59627125,7.077109672,8.003967717,8.930745903,7.384166616,8.04639093,7.59627125,7.138066514,8.286803033,7.138066514,7.676376042,8.11559798,7.027383859,6.85058447
CM,7.760233992,8.199399433,8.003967717,8.163004287,8.176481669,7.893902103,8.393818508,7.225462664,8.393818508,8.393818508,6.263900089,7.664461748,8.707755833,8.614745704,8.656833461,7.958697576,7.816730062,8.747375146,7.629044783,7.85214137,7.676376042,8.656833461,8.286803033,8.199399433,7.50463662,8.638384009,7.805078639
CM,8.783974456,8.393818508,5.725209121,8.061307798,6.770987376,8.454223419,7.947862935,9.001313027,7.664461748,7.50463662,7.556857917,7.771274038,7.760233992,7.267574788,8.04639093,7.027383859,7.644382953,8.239285297,8.422798587,8.506999962,7.760233992,7.786181593,7.935992076,8.129991896,6.896466985,6.85058447,9.315691797
CM,8.163004287,8.412935488,7.911671268,8.272382603,7.613052909,8.562322528,8.129991896,6.958234367,7.556857917,8.372400643,5.725209121,8.163004287,8.340115956,7.760233992,7.69337339,8.638384009,7.59627125,8.147059577,7.760233992,9.049153004,7.882452555,7.771274038,8.191930996,8.272382603,8.685269104,7.786181593,8.147059577
CM,7.585804161,9.049153004,8.04639093,8.412935488,9.001313027,8.656833461,7.077109672,7.805078639,9.700756412,8.454223419,8.239285297,8.20686787,8.747375146,8.474647065,8.129991896,7.974649907,8.614745704,8.685269104,7.925443314,8.147059577,8.656833461,8.20686787,8.783974456,9.071063019,8.191930996,8.372400643,8.03068305
CM,6.85058447,8.286803033,6.85058447,6.587653114,6.958234367,7.405043561,7.974649907,7.384166616,7.644382953,7.191871351,7.882452555,7.428606263,8.372400643,5.725209121,7.629044783,6.958234367,7.629044783,7.477285517,5.725209121,7.90263332,6.587653114,7.575337072,6.263900089,7.974649907,7.384166616,6.088406277,7.45446007
CM,8.506999962,7.893902103,8.019425031,7.726818671,6.263900089,8.393818508,9.243141265,7.027383859,8.454223419,8.783974456,6.85058447,7.644382953,8.59373944,8.393818508,9.609991437,7.911671268,8.874911742,8.191930996,8.20686787,9.128402222,7.664461748,7.613052909,8.03068305,8.239285297,8.432661687,7.664461748,7.428606263
CM,8.129991896,8.03068305,7.867537648,8.04639093,7.556857917,8.638384009,8.286803033,8.086869461,8.03068305,8.11559798,7.771274038,8.03068305,8.393818508,8.272382603,7.925443314,7.676376042,7.077109672,8.638384009,7.947862935,8.393818508,8.685269104,8.099992445,7.947862935,8.222044584,8.522259932,7.90263332,8.086869461
CM,8.11559798,8.04639093,9.539497346,8.522259932,8.061307798,6.896466985,7.428606263,9.539497346,6.088406277,6.088406277,10.26603666,10.26603666,8.685269104,7.45446007,7.85214137,9.243141265,6.958234367,7.613052909,8.099992445,6.85058447,7.726818671,7.191871351,7.974649907,8.506999962,10.03524489,7.077109672,8.191930996
CM,7.771274038,8.930745903,8.614745704,7.911671268,8.11559798,8.163004287,7.90263332,8.122794938,8.422798587,8.707755833,7.911671268,8.312713106,8.25911058,8.638384009,8.783974456,8.147059577,7.85214137,8.571924515,7.664461748,8.073632752,8.432661687,7.664461748,8.874911742,8.25911058,8.099992445,7.867537648,7.741521749
CM,7.585804161,8.506999962,8.061307798,7.644382953,8.019425031,7.805078639,8.474647065,9.128402222,7.882452555,7.90263332,8.03068305,7.85214137,8.061307798,7.833171298,8.003967717,8.03068305,8.393818508,8.59373944,6.958234367,7.893902103,8.163004287,7.50463662,8.239285297,7.867537648,7.90263332,7.925443314,7.726818671
CM,7.50463662,8.301069303,7.833171298,7.629044783,7.85214137,7.384166616,8.494324124,7.533635355,7.958697576,7.833171298,7.50463662,7.947862935,7.267574788,7.816730062,7.882452555,7.644382953,7.990177617,7.958697576,7.405043561,7.741521749,8.107795213,6.587653114,7.726818671,8.03068305,8.003967717,7.741521749,7.69337339
CM,7.077109672,8.35498296,8.393818508,8.506999962,8.412935488,8.239285297,7.707080729,7.911671268,8.272382603,8.614745704,8.147059577,8.474647065,9.210233263,8.286803033,8.685269104,8.571924515,8.147059577,9.416470186,7.027383859,8.783974456,8.747375146,8.552720541,9.071063019,9.700756412,9.465003928,9.465003928,8.522259932
CM,8.222044584,8.222044584,7.990177617,8.191930996,8.286803033,8.506999962,8.685269104,8.222044584,7.974649907,8.222044584,7.833171298,8.222044584,7.935992076,8.340115956,8.326878587,7.935992076,8.04639093,8.707755833,8.571924515,8.286803033,8.552720541,8.312713106,8.432661687,8.293936168,8.129991896,7.947862935,8.35498296
CM,8.326878587,7.805078639,7.726818671,7.310683427,7.027383859,7.930717695,8.412935488,8.147059577,7.533635355,7.990177617,7.225462664,7.533635355,6.958234367,7.428606263,7.575337072,8.239285297,7.958697576,8.412935488,8.422798587,8.239285297,7.477285517,7.405043561,7.664461748,7.816730062,8.04639093,7.45446007,7.310683427
CM,8.073632752,8.272382603,8.747375146,8.474647065,6.669919696,8.073632752,8.35498296,8.35498296,8.20686787,8.286803033,8.11559798,9.315691797,8.176481669,8.086869461,8.272382603,8.432661687,8.35498296,8.20686787,8.272382603,8.494324124,8.474647065,8.25911058,8.656833461,8.403376998,9.092973035,8.099992445,8.25911058
CM,8.372400643,7.935992076,7.925443314,8.138525736,7.644382953,8.301069303,8.571924515,7.556857917,9.001313027,8.301069303,7.69337339,8.191930996,7.384166616,8.412935488,8.25911058,7.990177617,8.494324124,8.086869461,8.552720541,8.086869461,8.286803033,8.59373944,8.347549458,9.210233263,7.805078639,8.199399433,7.786181593
CM,7.85214137,7.816730062,7.267574788,6.896466985,8.191930996,7.911671268,10.03524489,7.45446007,7.676376042,7.556857917,7.816730062,6.770987376,6.587653114,7.50463662,6.088406277,7.613052909,8.372400643,7.726818671,8.312713106,8.099992445,6.088406277,7.805078639,7.027383859,7.556857917,7.428606263,6.896466985,5.725209121
CM,7.556857917,8.372400643,7.575337072,7.925443314,7.191871351,9.001313027,8.372400643,8.432661687,9.049153004,7.629044783,6.958234367,7.50463662,7.676376042,8.061307798,8.506999962,7.556857917,6.896466985,8.474647065,7.533635355,7.882452555,8.019425031,8.707755833,8.326878587,8.326878587,7.477285517,7.267574788,9.210233263
CM,7.267574788,7.741521749,7.191871351,7.208667008,8.239285297,8.003967717,9.315691797,7.077109672,8.163004287,7.958697576,7.90263332,6.088406277,6.669919696,6.263900089,7.947862935,6.669919696,8.656833461,7.629044783,7.786181593,7.613052909,7.575337072,6.958234367,7.59627125,7.707080729,6.587653114,7.556857917,7.225462664
CM,7.225462664,7.45446007,7.935992076,6.85058447,8.522259932,7.629044783,8.432661687,9.049153004,7.384166616,6.85058447,8.656833461,7.893902103,8.571924515,7.556857917,8.061307798,7.59627125,8.432661687,7.741521749,7.85214137,7.935992076,7.947862935,6.462395419,7.191871351,7.893902103,7.85214137,7.59627125,7.027383859
CM,7.027383859,7.428606263,7.707080729,7.842656334,7.771274038,8.129991896,8.506999962,8.506999962,8.222044584,8.412935488,7.384166616,7.629044783,7.664461748,8.239285297,7.428606263,7.267574788,7.310683427,7.90263332,7.384166616,7.816730062,8.191930996,8.340115956,7.958697576,8.11559798,7.990177617,8.147059577,8.340115956
CM,7.990177617,7.958697576,8.474647065,8.685269104,8.222044584,8.019425031,8.20686787,8.874911742,8.326878587,8.272382603,9.817612404,9.049153004,7.310683427,8.214456227,8.494324124,9.049153004,8.326878587,9.315691797,7.310683427,8.685269104,8.571924515,7.947862935,8.306891204,8.552720541,8.783974456,7.935992076,7.90263332
CM,6.587653114,7.405043561,7.384166616,6.770987376,8.35498296,7.771274038,9.465003928,6.896466985,7.935992076,7.138066514,7.741521749,7.575337072,7.225462664,7.911671268,7.664461748,6.263900089,8.474647065,7.69337339,8.340115956,7.138066514,6.669919696,8.506999962,7.613052909,7.629044783,6.263900089,6.770987376,6.088406277
CM,7.726818671,7.947862935,8.03068305,8.656833461,7.477285517,7.990177617,8.11559798,9.817612404,7.760233992,8.025054041,9.128402222,8.707755833,7.833171298,7.893902103,8.874911742,8.522259932,8.301069303,8.454223419,7.833171298,8.874911742,8.59373944,7.882452555,8.04639093,8.474647065,7.974649907,7.833171298,7.958697576
CM,8.265746592,8.656833461,6.669919696,6.263900089,7.50463662,7.664461748,7.935992076,8.571924515,7.629044783,6.770987376,7.575337072,7.225462664,8.073632752,7.310683427,8.393818508,6.462395419,7.027383859,8.099992445,8.11559798,8.432661687,7.893902103,6.770987376,7.629044783,7.533635355,6.770987376,7.428606263,7.771274038
CM,7.676376042,9.092973035,7.027383859,7.771274038,7.629044783,8.562322528,8.707755833,7.947862935,8.11559798,7.867537648,7.726818671,7.267574788,7.575337072,7.990177617,7.50463662,6.587653114,7.947862935,7.833171298,6.770987376,7.664461748,7.741521749,8.04639093,7.741521749,7.925443314,7.267574788,7.85214137,8.494324124
CM,6.958234367,9.416470186,8.20686787,8.025054041,7.833171298,8.147059577,7.85214137,8.474647065,9.609991437,8.061307798,8.301069303,8.061307798,7.90263332,8.191930996,8.59373944,7.786181593,9.539497346,7.805078639,6.088406277,7.958697576,8.638384009,8.474647065,8.393818508,9.243141265,7.644382953,8.454223419,7.629044783
CM,7.191871351,7.477285517,8.147059577,8.286803033,6.85058447,8.099992445,9.128402222,8.412935488,9.128402222,8.638384009,7.613052909,8.35498296,7.707080729,8.163004287,8.35498296,8.312713106,8.312713106,8.372400643,8.35498296,8.454223419,7.833171298,8.571924515,8.20686787,8.930745903,8.614745704,7.726818671,7.947862935
CM,7.90263332,8.707755833,6.896466985,7.138066514,7.974649907,7.833171298,10.26603666,7.85214137,7.50463662,5.725209121,7.629044783,6.587653114,7.138066514,7.027383859,6.669919696,7.69337339,8.638384009,7.760233992,8.506999962,7.629044783,6.770987376,8.086869461,7.246518726,7.741521749,7.867537648,7.629044783,6.896466985
CM,7.833171298,7.990177617,7.69337339,7.027383859,7.69337339,7.428606263,9.539497346,7.833171298,7.428606263,8.432661687,7.974649907,7.138066514,8.03068305,6.587653114,6.462395419,7.477285517,7.893902103,7.575337072,8.176481669,7.50463662,6.85058447,7.990177617,6.958234367,7.664461748,8.552720541,7.405043561,7.191871351
CM,7.533635355,8.176481669,6.088406277,6.088406277,8.372400643,6.958234367,8.454223419,8.003967717,6.587653114,7.027383859,7.59627125,6.462395419,7.629044783,7.077109672,6.85058447,6.85058447,7.867537648,7.50463662,7.867537648,7.077109672,7.225462664,5.725209121,6.088406277,7.384166616,6.958234367,8.199399433,7.477285517
CM,7.69337339,7.874995101,6.770987376,6.462395419,8.638384009,7.225462664,7.911671268,8.249197938,7.707080729,6.462395419,8.522259932,7.077109672,8.20686787,7.805078639,7.676376042,7.533635355,6.587653114,7.45446007,7.138066514,6.958234367,7.384166616,6.088406277,6.462395419,7.428606263,7.077109672,8.783974456,7.676376042
CM,8.20686787,7.533635355,8.412935488,8.372400643,8.614745704,8.340115956,7.990177617,8.454223419,8.176481669,7.911671268,8.176481669,8.571924515,8.432661687,8.372400643,7.833171298,8.783974456,6.770987376,8.522259932,8.061307798,8.522259932,8.25911058,7.629044783,8.272382603,8.293936168,9.315691797,9.128402222,8.129991896
CM,8.04639093,8.522259932,7.90263332,7.69337339,7.267574788,7.974649907,8.522259932,8.163004287,7.741521749,7.947862935,8.099992445,8.552720541,7.077109672,7.477285517,7.225462664,8.176481669,7.974649907,7.935992076,8.494324124,7.384166616,7.958697576,8.073632752,7.760233992,7.911671268,8.272382603,7.958697576,8.783974456
CM,7.816730062,7.925443314,6.462395419,7.267574788,7.726818671,7.644382953,9.817612404,8.522259932,7.786181593,7.816730062,7.941927505,7.613052909,7.613052909,7.707080729,7.760233992,7.191871351,8.286803033,8.061307798,8.301069303,7.726818671,7.310683427,7.45446007,7.676376042,7.644382953,7.726818671,7.310683427,8.176481669
CM,6.896466985,7.911671268,8.685269104,7.947862935,7.676376042,7.69337339,8.03068305,8.176481669,7.85214137,7.533635355,8.614745704,8.326878587,8.239285297,7.664461748,8.163004287,7.925443314,8.03068305,8.506999962,8.163004287,8.35498296,8.222044584,7.90263332,7.911671268,8.03068305,7.947862935,7.707080729,7.50463662
CM,7.644382953,9.609991437,7.786181593,7.990177617,7.59627125,8.35498296,9.001313027,7.428606263,8.099992445,8.930745903,7.405043561,7.707080729,7.59627125,8.506999962,9.128402222,7.947862935,7.613052909,9.609991437,8.614745704,9.315691797,7.925443314,8.783974456,8.614745704,8.707755833,8.393818508,8.019425031,8.454223419
CM,7.867537648,8.086869461,7.947862935,7.45446007,7.947862935,7.816730062,9.092973035,7.664461748,8.874911742,8.20686787,7.760233992,6.958234367,8.003967717,8.019425031,8.03068305,7.138066514,8.25911058,8.04639093,8.707755833,8.747375146,8.04639093,8.747375146,7.893902103,8.03068305,7.816730062,8.176481669,6.263900089
CM,7.786181593,7.50463662,7.816730062,7.077109672,8.552720541,7.138066514,8.59373944,8.326878587,7.310683427,6.263900089,7.867537648,8.019425031,8.35498296,7.533635355,6.587653114,7.077109672,7.935992076,7.533635355,8.239285297,6.896466985,7.45446007,7.893902103,7.310683427,7.69337339,8.061307798,8.061307798,7.867537648
CM,8.454223419,8.59373944,7.477285517,7.676376042,7.384166616,8.04639093,8.656833461,7.676376042,8.506999962,7.384166616,7.533635355,6.669919696,7.027383859,8.312713106,8.286803033,6.088406277,7.138066514,8.25911058,6.263900089,7.867537648,7.786181593,8.372400643,8.11559798,8.073632752,7.225462664,7.50463662,8.099992445
